Ticker,Description,Currency,Sector,Industry Group,Industry,Sub_Industry
HOT GR Equity,HOCHTIEF AG,EUR,Industrials,Engineering & Construction Svcs,Non-Residential Bldg Const,#N/A N/A
KRC US Equity,Kilroy Realty Corp,USD,Financials,Real Estate,REIT,Office REIT
FGR FP Equity,Eiffage SA,EUR,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
CDNS US Equity,Cadence Design Systems Inc,USD,Technology,Software,Application Software,Engineering Software
ENBL US Equity,Enable Midstream Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
BOKA NA Equity,Boskalis Westminster,EUR,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
SRCM IN Equity,Shree Cement Ltd,INR,Materials,Construction Materials,Cement & Aggregates,Cement
4612 JP Equity,Nippon Paint Holdings Co Ltd,JPY,Materials,Chemicals,Specialty Chemicals,Paints & Coatings
004020 KS Equity,Hyundai Steel Co,KRW,Materials,Iron & Steel,Steel Producers,#N/A N/A
4536 JP Equity,Santen Pharmaceutical Co Ltd,JPY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
6471 JP Equity,NSK Ltd,JPY,Industrials,Manufactured Goods,Fabricated Metal & Hardware,Ball & Roller Bearing
NRG US Equity,NRG Energy Inc,USD,Utilities,Utilities,Power Generation,Fossil Electric Generation
COMM US Equity,CommScope Holding Co Inc,USD,Technology,Hardware,Communications Equipment,Telecommunications Equipment
DPZ US Equity,Domino's Pizza Inc,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
TARO US Equity,Taro Pharmaceutical Industries,USD,Health Care,Biotech & Pharma,Generic Pharma,#N/A N/A
000039 CH Equity,China International Marine Con,CNY,Industrials,Manufactured Goods,Fabricated Metal & Hardware,Industrial Tanks & Storage
LEG US Equity,Leggett & Platt Inc,USD,Consumer Discretionary,Home & Office Products,Home & Office Furnishings,Home Furniture
FTR US Equity,Frontier Communications Corp,USD,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
XLU US Equity,Utilities Select Sector SPDR F,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TLT US Equity,iShares 20+ Year Treasury Bond,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
600535 CH Equity,Tasly Pharmaceutical Group Co,CNY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
IRM US Equity,Iron Mountain Inc,USD,Financials,Real Estate,REIT,Specialty & Other REIT
135 HK Equity,Kunlun Energy Co Ltd,HKD,Utilities,Utilities,Utility Networks,Gas Utilities
PSH NA Equity,Pershing Square Holdings Ltd/F,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
601198 CH Equity,Dongxing Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,#N/A N/A
LAZ US Equity,Lazard Ltd,USD,Financials,Institutional Financial Svcs,Institutional Brokerage,Investment Banking
AMS SJ Equity,Anglo American Platinum Ltd,ZAr,Materials,Metals & Mining,Precious Metal Mining,Platinum Group Metals
1060 HK Equity,Alibaba Pictures Group Ltd,HKD,Communications,Media,Entertainment Content,Film & TV Production & Distr
MERL LN Equity,Merlin Entertainments PLC,GBp,Consumer Discretionary,Recreation Facilities & Svcs,Entertainment Facilities,Amusement & Theme Parks
ECA CN Equity,Encana Corp,CAD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
INGR US Equity,Ingredion Inc,USD,Consumer Staples,Consumer Products,Agricultural Producers,"Sugar, Grain & Oilseed Mill"
WCN US Equity,Waste Connections Inc,USD,Industrials,Waste & Environ Svcs & Equip,Waste Management,Solid Waste Collection & Treat
BALN VX Equity,Baloise Holding AG,CHF,Financials,Insurance,Life Insurance,#N/A N/A
DKS US Equity,Dick's Sporting Goods Inc,USD,Consumer Discretionary,Retail - Discretionary,Sporting Goods Stores,#N/A N/A
3659 JP Equity,Nexon Co Ltd,JPY,Technology,Software,Application Software,Video Game Software
CVERDEC1 PE Equity,Sociedad Minera Cerro Verde SA,USD,Materials,Metals & Mining,Base Metals,Copper
3099 JP Equity,Isetan Mitsukoshi Holdings Ltd,JPY,Consumer Discretionary,Retail - Discretionary,Department Stores,High-End Department Stores
WPC US Equity,WP Carey Inc,USD,Financials,Real Estate,REIT,Multi Asset Class REIT
300433 CH Equity,Lens Technology Co Ltd,CNY,Technology,Hardware,Other Hardware,Optical Instruments & Lens
CTX AU Equity,Caltex Australia Ltd,AUD,Energy,"Oil, Gas & Coal",Refining & Marketing,Petroleum Marketing
000156 CH Equity,Wasu Media Holding Co Ltd,CNY,Communications,Media,Cable & Satellite,#N/A N/A
IWV US Equity,iShares Russell 3000 ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IWP US Equity,iShares Russell Mid-Cap Growth,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
002236 CH Equity,Zhejiang Dahua Technology Co L,CNY,Consumer Discretionary,Distributors - Discretionary,Consumer Elec & Applc Whslrs,Computer & Software Whslrs
SWMA SS Equity,Swedish Match AB,SEK,Consumer Staples,Consumer Products,Tobacco,Tobacco Products
COMI EY Equity,Commercial International Bank,EGP,Financials,Banking,Banks,#N/A N/A
7532 JP Equity,Don Quijote Holdings Co Ltd,JPY,Consumer Staples,Retail - Consumer Staples,Mass Merchants,Discount Stores
VV US Equity,Vanguard Large-Cap ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
551 HK Equity,Yue Yuen Industrial Holdings L,HKD,Consumer Discretionary,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Garment Outsourcing
REX LN Equity,Rexam Ltd,GBp,Materials,Containers & Packaging,Containers & Packaging,Metal Containers & Packaging
RLGY US Equity,Realogy Holdings Corp,USD,Financials,Real Estate,Real Estate Services,Real Estate Brokerage - Sales
1177 HK Equity,Sino Biopharmaceutical Ltd,HKD,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
LUN DC Equity,H Lundbeck A/S,DKK,Health Care,Biotech & Pharma,Specialty Pharma,Comml Profitable Spec Pharm
ARBK JR Equity,Arab Bank PLC,JOD,Financials,Banking,Banks,Corporate Banking
HAIN US Equity,Hain Celestial Group Inc/The,USD,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
CCRO3 BZ Equity,CCR SA,BRL,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Infrastructure Concessions
IOI MK Equity,IOI Corp Bhd,MYR,Consumer Staples,Consumer Products,Agricultural Producers,"Sugar, Grain & Oilseed Mill"
002450 CH Equity,Kangde Xin Composite Material,CNY,Industrials,Manufactured Goods,Rubber & Plastic,Plastic Products
BARN SW Equity,Barry Callebaut AG,CHF,Consumer Staples,Consumer Products,Packaged Food,Snack Food & Confectionary
MF FP Equity,Wendel SA,EUR,Consumer Discretionary,Commercial Services,Professional Services,Other Professional Services
IEI US Equity,iShares 3-7 Year Treasury Bond,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FEYE US Equity,FireEye Inc,USD,Technology,Software,Infrastructure Software,Security
GRUMAB MM Equity,Gruma SAB de CV,MXN,Consumer Staples,Consumer Products,Packaged Food,Bread & Bakery Products
T MK Equity,Telekom Malaysia Bhd,MYR,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
SWN US Equity,Southwestern Energy Co,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
XYL US Equity,Xylem Inc/NY,USD,Industrials,Machinery,Flow Control Equipment,Pump & Pumping Equipment
IWRD LN Equity,iShares MSCI World UCITS ETF U,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
LUMI IT Equity,Bank Leumi Le-Israel BM,ILs,Financials,Banking,Banks,#N/A N/A
000559 CH Equity,Wanxiang Qianchao Co Ltd,CNY,Consumer Discretionary,Automotive,Auto Parts,Drivetrain Components
BMPS IM Equity,Banca Monte dei Paschi di Sien,EUR,Financials,Banking,Banks,Retail Banking
CRDA LN Equity,Croda International PLC,GBp,Materials,Chemicals,Specialty Chemicals,Functional Additives
MAA US Equity,Mid-America Apartment Communit,USD,Financials,Real Estate,REIT,Housing REIT
KLBN4 BZ Equity,Klabin SA,BRL,Materials,Forest & Paper Products,Paper,Pulp Mills
SPR GR Equity,Axel Springer SE,EUR,Communications,Media,Publishing & Broadcasting,Publishing
USMV US Equity,iShares Edge MSCI Min Vol USA,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SCI US Equity,Service Corp International/US,USD,Consumer Discretionary,Consumer Services,Funeral Services,Funeral Homes & Services
TBLE3 BZ Equity,Engie Brasil Energia SA,BRL,Utilities,Utilities,Utility Networks,Electricity Networks
SXXPIEX GR Equity,iShares STOXX Europe 600 UCITS,EUR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
OGDC PA Equity,Oil & Gas Development Co Ltd,PKR,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
8303 JP Equity,Shinsei Bank Ltd,JPY,Financials,Banking,Banks,#N/A N/A
POM US Equity,Pepco Holdings LLC,USD,Utilities,Utilities,Utility Networks,Electricity Networks
GTO NA Equity,Gemalto NV,EUR,Technology,Software,Infrastructure Software,Security
JHX AU Equity,James Hardie Industries PLC,AUD,Materials,Construction Materials,Non Wood Building Materials,Concrete Products
ALLE US Equity,Allegion PLC,USD,Industrials,Electrical Equipment,Comml & Res Bldg Equip & Sys,Security Devices
EDPR PL Equity,EDP Renovaveis SA,EUR,Utilities,Utilities,Power Generation,Renewable Energy Generation
7911 JP Equity,Toppan Printing Co Ltd,JPY,Consumer Discretionary,Commercial Services,Printing Services,#N/A N/A
GFS LN Equity,G4S PLC,GBp,Consumer Discretionary,Commercial Services,Security Services,#N/A N/A
GEN DC Equity,Genmab A/S,DKK,Health Care,Biotech & Pharma,Biotech,Early Commercial Biotech
FPE GR Equity,FUCHS PETROLUB SE,EUR,Materials,Chemicals,Specialty Chemicals,Functional Additives
GENM MK Equity,Genting Malaysia Bhd,MYR,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
GLB ID Equity,Glanbia PLC,EUR,Consumer Staples,Consumer Products,Packaged Food,Dairy & Egg Products
2688 HK Equity,ENN Energy Holdings Ltd,HKD,Utilities,Utilities,Utility Networks,Gas Utilities
TUPRS TI Equity,Tupras Turkiye Petrol Rafineri,TRY,Energy,"Oil, Gas & Coal",Refining & Marketing,Petroleum Refining
VAL US Equity,Valspar Corp/The,USD,Materials,Chemicals,Specialty Chemicals,Paints & Coatings
600109 CH Equity,Sinolink Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
BBNI IJ Equity,Bank Negara Indonesia Persero,IDR,Financials,Banking,Banks,Corporate Banking
600089 CH Equity,TBEA Co Ltd,CNY,Industrials,Electrical Equipment,Electrical Components,Electronic Coil
GPT AU Equity,GPT Group/The,AUD,Financials,Real Estate,REIT,#N/A N/A
SMDS LN Equity,DS Smith PLC,GBp,Materials,Containers & Packaging,Containers & Packaging,#N/A N/A
000709 CH Equity,Hesteel Co Ltd,CNY,Materials,Iron & Steel,Steel Producers,#N/A N/A
UGI US Equity,UGI Corp,USD,Utilities,Utilities,Utility Networks,Gas Utilities
SGX SP Equity,Singapore Exchange Ltd,SGD,Financials,Institutional Financial Svcs,Security & Cmdty Exchanges,#N/A N/A
ZION US Equity,Zions Bancorporation,USD,Financials,Banking,Banks,#N/A N/A
RPM US Equity,RPM International Inc,USD,Materials,Chemicals,Specialty Chemicals,Paints & Coatings
IMEU LN Equity,iShares MSCI Europe UCITS ETF,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TRYG DC Equity,Tryg A/S,DKK,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
VHT US Equity,Vanguard Health Care ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
002202 CH Equity,Xinjiang Goldwind Science & Te,CNY,Energy,Renewable Energy,Renewable Energy Equipment,Wind Energy Equipment
600406 CH Equity,NARI Technology Co Ltd,CNY,Industrials,Electrical Equipment,Electrical Power Equipment,Power Trans & Distr Equip
CLS1 GR Equity,Celesio AG,EUR,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
1812 JP Equity,Kajima Corp,JPY,Industrials,Engineering & Construction Svcs,Non-Residential Bldg Const,#N/A N/A
000027 CH Equity,Shenzhen Energy Group Co Ltd,CNY,Utilities,Utilities,Utility Networks,Electricity Networks
3003 JP Equity,Hulic Co Ltd,JPY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
010950 KS Equity,S-Oil Corp,KRW,Energy,"Oil, Gas & Coal",Refining & Marketing,#N/A N/A
ODFL US Equity,Old Dominion Freight Line Inc,USD,Industrials,Transportation & Logistics,Trucking,Asset-Based LTL
9513 JP Equity,Electric Power Development Co,JPY,Utilities,Utilities,Power Generation,#N/A N/A
WUBA US Equity,58.com Inc,USD,Communications,Media,Internet Based Services,Price & Svc Comparison Web
2282 HK Equity,MGM China Holdings Ltd,HKD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
CSGP US Equity,CoStar Group Inc,USD,Technology,Technology Services,Information Services,Non-Financial Info Services
600256 CH Equity,Guanghui Energy Co Ltd,CNY,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Liquefied Natural Gas (LNG)
EWBC US Equity,East West Bancorp Inc,USD,Financials,Banking,Banks,Corporate Banking
2801 JP Equity,Kikkoman Corp,JPY,Consumer Staples,Consumer Products,Packaged Food,Condiments
AVT US Equity,Avnet Inc,USD,Technology,"Design, Mfg & Distribution",Technology Distributors,#N/A N/A
LVNTA US Equity,Liberty Ventures,USD,Communications,Media,Internet Based Services,#N/A N/A
MGGT LN Equity,Meggitt PLC,GBp,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
INF LN Equity,Informa PLC,GBp,Communications,Media,Publishing & Broadcasting,Publishing
SPB US Equity,Spectrum Brands Holdings Inc,USD,Consumer Staples,Consumer Products,Household Products,Home Products
Z IN Equity,Zee Entertainment Enterprises,INR,Communications,Media,Entertainment Content,TV Media Networks
6963 JP Equity,Rohm Co Ltd,JPY,Technology,Semiconductors,Semiconductor Devices,Analog ICs
TEC FP Equity,Technip SA,EUR,Energy,"Oil, Gas & Coal",Oil & Gas Services & Equip,Oilfield Services & Equipment
OSR GR Equity,OSRAM Licht AG,EUR,Industrials,Electrical Equipment,Comml & Res Bldg Equip & Sys,Lighting Fixture
AIO AU Equity,Asciano Ltd,AUD,Industrials,Transportation & Logistics,Rail Freight,Total Commodity - Rail
601098 CH Equity,China South Publishing & Media,CNY,Communications,Media,Publishing & Broadcasting,Publishing
9508 JP Equity,Kyushu Electric Power Co Inc,JPY,Utilities,Utilities,Integrated Utilities,#N/A N/A
IAU US Equity,iShares Gold Trust,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
600741 CH Equity,Huayu Automotive Systems Co Lt,CNY,Consumer Discretionary,Automotive,Auto Parts,#N/A N/A
2009 HK Equity,BBMG Corp,HKD,Materials,Construction Materials,Cement & Aggregates,Cement
8952 JP Equity,Japan Real Estate Investment C,JPY,Financials,Real Estate,REIT,Office REIT
000157 CH Equity,Zoomlion Heavy Industry Scienc,CNY,Industrials,Machinery,Construction & Mining Machinery,Construction Machinery
601216 CH Equity,Inner Mongolia Junzheng Energy,CNY,Materials,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber"
ORG AU Equity,Origin Energy Ltd,AUD,Utilities,Utilities,Integrated Utilities,#N/A N/A
MRW LN Equity,Wm Morrison Supermarkets PLC,GBp,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
IACI US Equity,IAC/InterActiveCorp,USD,Communications,Media,Internet Based Services,Dating Services Web
IDEALB1 MM Equity,Impulsora del Desarrollo y el,MXN,Industrials,Engineering & Construction Svcs,Infrastructure Construction,#N/A N/A
MS IM Equity,Mediaset SpA,EUR,Communications,Media,Publishing & Broadcasting,Local TV & Radio Broadcast
ORNBV FH Equity,Orion Oyj,EUR,Health Care,Biotech & Pharma,Specialty Pharma,Comml Profitable Spec Pharm
FXI US Equity,iShares China Large-Cap ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ELI1V FH Equity,Elisa OYJ,EUR,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
TFX US Equity,Teleflex Inc,USD,Health Care,Medical Equipment & Devices,Medical Equipment,Surgical & Medical Instruments
600372 CH Equity,China Avionics Systems Co Ltd,CNY,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft Parts
REI-U CN Equity,RioCan Real Estate Investment,CAD,Financials,Real Estate,REIT,Retail REIT
LALAB MM Equity,Grupo Lala SAB de CV,MXN,Consumer Staples,Consumer Products,Packaged Food,Dairy & Egg Products
NGLS US Equity,Targa Resources Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Dry Natural Gas Pipelines
GGRM IJ Equity,Gudang Garam Tbk PT,IDR,Consumer Staples,Consumer Products,Tobacco,Tobacco Products
FLS US Equity,Flowserve Corp,USD,Industrials,Machinery,Flow Control Equipment,#N/A N/A
QAN AU Equity,Qantas Airways Ltd,AUD,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
CAPC LN Equity,Capital & Counties Properties,GBp,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
600685 CH Equity,CSSC Offshore and Marine Engin,CNY,Industrials,Transportation Equipment,Shipbuilding,Shipbuilding & Repair
CIM AU Equity,CIMIC Group Ltd,AUD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
IPN FP Equity,Ipsen SA,EUR,Health Care,Biotech & Pharma,Biotech,Mature Biotechnology
LGF US Equity,Lions Gate Entertainment Corp,USD,Communications,Media,Entertainment Content,Film & TV Production & Distr
HUB/B US Equity,Hubbell Inc,USD,Industrials,Electrical Equipment,Electrical Components,Wire & Cable
ENLK US Equity,EnLink Midstream Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
6770 JP Equity,Alps Electric Co Ltd,JPY,Technology,Hardware,Electronics Components,#N/A N/A
4204 JP Equity,Sekisui Chemical Co Ltd,JPY,Consumer Discretionary,Home & Office Products,Homebuilders,#N/A N/A
MBT PM Equity,Metropolitan Bank & Trust Co,PHP,Financials,Banking,Banks,Retail Banking
MED IM Equity,Mediolanum SpA,EUR,Financials,Insurance,Life Insurance,#N/A N/A
AIV US Equity,Apartment Investment & Managem,USD,Financials,Real Estate,REIT,Housing REIT
EMP/A CN Equity,Empire Co Ltd,CAD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
FRA GR Equity,Fraport AG Frankfurt Airport S,EUR,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
PHOR RM Equity,PhosAgro PJSC,RUB,Materials,Chemicals,Agricultural Chemicals,Fertilizers
SAFCOM KN Equity,Safaricom Ltd,KES,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
REG US Equity,Regency Centers Corp,USD,Financials,Real Estate,REIT,Retail REIT
OTP HB Equity,OTP Bank PLC,HUF,Financials,Banking,Banks,#N/A N/A
IWN US Equity,iShares Russell 2000 Value ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GETIB SS Equity,Getinge AB,SEK,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies
200539 CH Equity,Guangdong Electric Power Devel,HKD,Utilities,Utilities,Utility Networks,Electricity Networks
